#time (msec), membrane voltage (mV), stimulus level (nA), m, h, g_Na (uS)
   35.35,  -69.26,   0.0,   0.0311,    0.413, 4.95e-05
   35.45,  -69.15,   0.0,   0.0315,    0.419, 5.22e-05
   35.56,  -69.04,   0.0,   0.0319,    0.424,  5.5e-05
   35.66,  -68.93,   0.0,   0.0323,     0.43,  5.8e-05
   35.77,  -68.82,   0.0,   0.0328,    0.435, 6.12e-05
   35.87,  -68.71,   0.0,   0.0332,    0.441, 6.45e-05
   35.98,  -68.59,   0.0,   0.0337,    0.446,  6.8e-05
   36.08,  -68.48,   0.0,   0.0341,    0.451, 7.17e-05
   36.19,  -68.36,   0.0,   0.0346,    0.455, 7.55e-05
   36.29,  -68.24,   0.0,   0.0351,     0.46, 7.96e-05
   36.40,  -68.12,   0.0,   0.0356,    0.464, 8.38e-05
   36.50,  -68.01,   0.0,   0.0361,    0.469, 8.83e-05
   36.61,  -67.89,   0.0,   0.0366,    0.473, 9.29e-05
   36.71,  -67.77,   0.0,   0.0372,    0.477, 9.79e-05
   36.82,  -67.65,   0.0,   0.0377,    0.481, 0.000103
   36.92,  -67.53,   0.0,   0.0382,    0.485, 0.000108
   37.03,  -67.41,   0.0,   0.0388,    0.488, 0.000114
   37.13,  -67.29,   0.0,   0.0394,    0.492,  0.00012
   37.24,  -67.17,   0.0,   0.0399,    0.495, 0.000126
   37.34,  -67.05,   0.0,   0.0405,    0.498, 0.000132
   37.45,  -66.93,   0.0,   0.0411,    0.501, 0.000139
   37.55,  -66.81,   0.0,   0.0417,    0.504, 0.000146
   37.66,  -66.69,   0.0,   0.0423,    0.507, 0.000153
   37.76,  -66.57,   0.0,   0.0429,     0.51, 0.000161
   37.87,  -66.45,   0.0,   0.0435,    0.512, 0.000169
   37.97,  -66.33,   0.0,   0.0442,    0.515, 0.000177
   38.08,  -66.21,   0.0,   0.0448,    0.517, 0.000186
   38.18,  -66.09,   0.0,   0.0454,    0.519, 0.000195
   38.29,  -65.97,   0.0,   0.0461,    0.521, 0.000204
   38.39,  -65.85,   0.0,   0.0467,    0.523, 0.000214
   38.50,  -65.73,   0.0,   0.0474,    0.525, 0.000223
   38.60,  -65.62,   0.0,    0.048,    0.527, 0.000234
   38.71,  -65.50,   0.0,   0.0487,    0.528, 0.000244
   38.81,  -65.39,   0.0,   0.0494,     0.53, 0.000255
   38.92,  -65.27,   0.0,   0.0501,    0.531, 0.000267
   39.02,  -65.16,   0.0,   0.0507,    0.533, 0.000279
   39.12,  -65.04,   0.0,   0.0514,    0.534, 0.000291
   39.23,  -64.93,   0.0,   0.0521,    0.535, 0.000303
   39.33,  -64.82,   0.0,   0.0528,    0.536, 0.000316
   39.44,  -64.71,   0.0,   0.0535,    0.537, 0.000329
   39.54,  -64.60,   0.0,   0.0542,    0.538, 0.000343
   39.65,  -64.49,   0.0,   0.0549,    0.539, 0.000357
   39.75,  -64.38,   0.0,   0.0556,     0.54, 0.000372
   39.86,  -63.23,  10.0,   0.0563,     0.54, 0.000387
   39.96,  -62.11,  10.0,    0.061,     0.54,  0.00049
   40.07,  -61.02,  10.0,   0.0675,    0.539, 0.000664
   40.17,  -59.93,  10.0,   0.0753,    0.538, 0.000917
   40.28,  -58.80,  10.0,   0.0841,    0.535,  0.00127
   40.38,  -57.60,  10.0,   0.0941,    0.532,  0.00177
   40.49,  -56.28,  10.0,    0.106,    0.527,  0.00249
   40.59,  -54.74,  10.0,    0.119,    0.522,  0.00353
   40.70,  -52.83,  10.0,    0.136,    0.515,  0.00515
   40.80,  -50.28,  10.0,    0.157,    0.506,  0.00785
   40.91,  -47.53,   0.0,    0.187,    0.495,   0.0129
   41.01,  -42.46,   0.0,    0.225,     0.48,   0.0218
   41.12,  -32.00,   0.0,    0.287,    0.458,   0.0434
   41.17,  -23.83,   0.0,    0.352,    0.438,   0.0762
   41.20,  -18.77,   0.0,    0.397,    0.425,    0.106
   41.22,  -12.04,   0.0,    0.448,    0.412,    0.148
   41.24,   -8.49,   0.0,    0.478,    0.404,    0.176
   41.25,   -4.49,   0.0,     0.51,    0.397,     0.21
   41.26,   -0.06,   0.0,    0.543,     0.39,    0.249
   41.27,    4.73,   0.0,    0.578,    0.382,    0.295
   41.29,    9.77,   0.0,    0.613,    0.375,    0.346
   41.30,   14.90,   0.0,     0.65,    0.368,    0.404
   41.31,   19.93,   0.0,    0.686,    0.361,    0.466
   41.33,   24.63,   0.0,    0.722,    0.354,    0.532
   41.34,   28.83,   0.0,    0.756,    0.347,    0.599
   41.35,   32.37,   0.0,    0.788,     0.34,    0.665
   41.37,   35.18,   0.0,    0.817,    0.333,    0.726
   41.39,   39.67,   0.0,    0.867,     0.32,    0.835
   41.42,   40.71,   0.0,    0.905,    0.308,    0.914
   41.44,   40.28,   0.0,    0.933,    0.296,    0.961
   41.47,   39.28,   0.0,    0.952,    0.284,    0.982
   41.50,   38.01,   0.0,    0.966,    0.273,    0.984
   41.52,   36.55,   0.0,    0.975,    0.263,    0.974
   41.55,   34.95,   0.0,    0.982,    0.252,    0.955
   41.58,   33.24,   0.0,    0.986,    0.243,     0.93
   41.60,   31.43,   0.0,    0.989,    0.233,    0.903
   41.63,   29.54,   0.0,    0.991,    0.224,    0.873
   41.65,   27.58,   0.0,    0.993,    0.215,    0.843
   41.68,   25.58,   0.0,    0.994,    0.207,    0.813
   41.71,   23.54,   0.0,    0.994,    0.199,    0.783
   41.73,   21.47,   0.0,    0.995,    0.191,    0.753
   41.76,   19.39,   0.0,    0.995,    0.184,    0.724
   41.79,   17.29,   0.0,    0.994,    0.177,    0.696
   41.81,   15.20,   0.0,    0.994,     0.17,    0.668
   41.84,   13.11,   0.0,    0.994,    0.163,    0.641
   41.86,   11.02,   0.0,    0.993,    0.157,    0.615
   41.89,    8.95,   0.0,    0.992,    0.151,     0.59
   41.92,    6.90,   0.0,    0.991,    0.145,    0.566
   41.94,    4.87,   0.0,     0.99,     0.14,    0.543
   41.97,    2.86,   0.0,    0.989,    0.135,     0.52
   42.00,    0.87,   0.0,    0.987,     0.13,    0.498
   42.02,   -1.09,   0.0,    0.985,    0.125,    0.477
   42.05,   -3.02,   0.0,    0.983,     0.12,    0.457
   42.07,   -4.93,   0.0,    0.981,    0.116,    0.437
   42.10,   -6.81,   0.0,    0.978,    0.112,    0.418
   42.13,   -8.66,   0.0,    0.975,    0.108,    0.399
   42.15,  -10.49,   0.0,    0.972,    0.104,    0.381
   42.18,  -12.29,   0.0,    0.968,      0.1,    0.364
   42.21,  -14.06,   0.0,    0.964,   0.0969,    0.347
   42.23,  -15.81,   0.0,    0.959,   0.0937,     0.33
   42.26,  -17.53,   0.0,    0.953,   0.0907,    0.315
   42.28,  -19.24,   0.0,    0.947,   0.0879,    0.299
   42.31,  -20.92,   0.0,    0.941,   0.0853,    0.284
   42.34,  -22.58,   0.0,    0.933,   0.0829,     0.27
   42.36,  -24.22,   0.0,    0.925,   0.0807,    0.256
   42.39,  -25.85,   0.0,    0.916,   0.0787,    0.242
   42.41,  -27.47,   0.0,    0.906,   0.0769,    0.229
   42.44,  -29.08,   0.0,    0.895,   0.0752,    0.216
   42.47,  -30.68,   0.0,    0.883,   0.0737,    0.203
   42.52,  -35.37,   0.0,    0.857,   0.0712,    0.179
   42.57,  -38.89,   0.0,     0.82,   0.0696,    0.154
   42.62,  -42.54,   0.0,    0.776,   0.0688,    0.129
   42.68,  -46.40,   0.0,    0.724,   0.0687,    0.104
   42.73,  -50.51,   0.0,    0.661,   0.0694,     0.08
   42.78,  -54.84,   0.0,    0.586,   0.0709,   0.0571
   42.83,  -59.20,   0.0,      0.5,   0.0733,   0.0366
   42.89,  -63.22,   0.0,    0.404,   0.0767,   0.0203
   42.94,  -66.48,   0.0,    0.308,    0.081,  0.00946
   43.04,  -71.71,   0.0,     0.15,   0.0913,  0.00122
   43.15,  -71.62,   0.0,   0.0561,    0.105, 7.39e-05
   43.25,  -71.61,   0.0,   0.0321,    0.118, 1.57e-05
   43.36,  -71.57,   0.0,   0.0259,    0.131, 9.09e-06
   43.46,  -71.54,   0.0,   0.0243,    0.144, 8.27e-06
   43.57,  -71.49,   0.0,    0.024,    0.156, 8.63e-06
   43.67,  -71.45,   0.0,    0.024,    0.168, 9.31e-06
   43.78,  -71.40,   0.0,   0.0241,     0.18, 1.01e-05
   43.88,  -71.35,   0.0,   0.0242,    0.192, 1.09e-05
   43.99,  -71.30,   0.0,   0.0244,    0.203, 1.18e-05
   44.09,  -71.25,   0.0,   0.0245,    0.215, 1.27e-05
   44.20,  -71.19,   0.0,   0.0247,    0.225, 1.36e-05
   44.30,  -71.13,   0.0,   0.0249,    0.236, 1.45e-05
   44.41,  -71.07,   0.0,    0.025,    0.247, 1.55e-05
   44.51,  -71.01,   0.0,   0.0252,    0.257, 1.65e-05
   44.62,  -70.94,   0.0,   0.0254,    0.267, 1.75e-05
   44.72,  -70.88,   0.0,   0.0256,    0.276, 1.86e-05
   44.83,  -70.80,   0.0,   0.0258,    0.286, 1.97e-05
   44.93,  -70.73,   0.0,   0.0261,    0.295, 2.09e-05
   45.04,  -70.66,   0.0,   0.0263,    0.304, 2.21e-05
   45.14,  -70.58,   0.0,   0.0265,    0.313, 2.34e-05
   45.25,  -70.50,   0.0,   0.0268,    0.322, 2.48e-05
   45.35,  -70.41,   0.0,   0.0271,     0.33, 2.62e-05
   45.46,  -70.33,   0.0,   0.0273,    0.338, 2.76e-05
   45.56,  -70.24,   0.0,   0.0276,    0.346, 2.92e-05
   45.67,  -70.15,   0.0,   0.0279,    0.354, 3.08e-05
   45.77,  -70.06,   0.0,   0.0282,    0.361, 3.25e-05
   45.88,  -69.96,   0.0,   0.0286,    0.369, 3.43e-05
   45.98,  -69.87,   0.0,   0.0289,    0.376, 3.62e-05
   46.08,  -69.77,   0.0,   0.0292,    0.383, 3.82e-05
   46.19,  -69.67,   0.0,   0.0296,     0.39, 4.03e-05
   46.29,  -69.57,   0.0,   0.0299,    0.396, 4.25e-05
   46.40,  -69.46,   0.0,   0.0303,    0.403, 4.49e-05
   46.50,  -69.36,   0.0,   0.0307,    0.409, 4.73e-05
   46.61,  -69.25,   0.0,   0.0311,    0.415, 4.99e-05
   46.71,  -69.14,   0.0,   0.0315,    0.421, 5.26e-05
   46.82,  -69.03,   0.0,   0.0319,    0.427, 5.55e-05
   46.92,  -68.92,   0.0,   0.0323,    0.432, 5.85e-05
   47.03,  -68.81,   0.0,   0.0328,    0.438, 6.17e-05
   47.13,  -68.70,   0.0,   0.0332,    0.443,  6.5e-05
   47.24,  -68.58,   0.0,   0.0337,    0.448, 6.85e-05
   47.34,  -68.47,   0.0,   0.0342,    0.453, 7.22e-05
   47.45,  -68.35,   0.0,   0.0346,    0.457, 7.61e-05
   47.55,  -68.23,   0.0,   0.0351,    0.462, 8.02e-05
   47.66,  -68.12,   0.0,   0.0356,    0.466, 8.44e-05
   47.76,  -68.00,   0.0,   0.0361,    0.471, 8.89e-05
   47.87,  -67.88,   0.0,   0.0367,    0.475, 9.36e-05
   47.97,  -67.76,   0.0,   0.0372,    0.479, 9.86e-05
   48.08,  -67.64,   0.0,   0.0377,    0.483, 0.000104
   48.18,  -67.52,   0.0,   0.0383,    0.486, 0.000109
   48.29,  -67.40,   0.0,   0.0388,     0.49, 0.000115
   48.39,  -67.28,   0.0,   0.0394,    0.493, 0.000121
   48.50,  -67.16,   0.0,     0.04,    0.497, 0.000127
   48.60,  -67.04,   0.0,   0.0406,      0.5, 0.000133
   48.71,  -66.92,   0.0,   0.0411,    0.503,  0.00014
   48.81,  -66.80,   0.0,   0.0417,    0.506, 0.000147
   48.92,  -66.68,   0.0,   0.0424,    0.508, 0.000154
   49.02,  -66.56,   0.0,    0.043,    0.511, 0.000162
   49.13,  -66.44,   0.0,   0.0436,    0.514,  0.00017
   49.23,  -66.32,   0.0,   0.0442,    0.516, 0.000178
   49.34,  -66.20,   0.0,   0.0448,    0.518, 0.000187
   49.44,  -66.08,   0.0,   0.0455,     0.52, 0.000196
   49.55,  -65.96,   0.0,   0.0461,    0.522, 0.000205
   49.65,  -65.84,   0.0,   0.0468,    0.524, 0.000215
   49.75,  -65.73,   0.0,   0.0474,    0.526, 0.000225
   49.86,  -65.61,   0.0,   0.0481,    0.528, 0.000235
   49.96,  -65.49,   0.0,   0.0488,     0.53, 0.000246
   50.07,  -65.38,   0.0,   0.0494,    0.531, 0.000257
   50.17,  -65.26,   0.0,   0.0501,    0.533, 0.000268
   50.28,  -65.15,   0.0,   0.0508,    0.534,  0.00028
   50.38,  -65.03,   0.0,   0.0515,    0.535, 0.000292
   50.49,  -64.92,   0.0,   0.0522,    0.536, 0.000305
   50.59,  -64.81,   0.0,   0.0529,    0.537, 0.000318
   50.70,  -64.70,   0.0,   0.0536,    0.538, 0.000331
   50.80,  -64.59,   0.0,   0.0543,    0.539, 0.000345
   50.91,  -64.48,   0.0,    0.055,     0.54, 0.000359
   51.01,  -64.37,   0.0,   0.0557,    0.541, 0.000374
   51.12,  -64.26,   0.0,   0.0564,    0.541, 0.000389
   51.22,  -64.16,   0.0,   0.0571,    0.542, 0.000404
   51.33,  -64.05,   0.0,   0.0578,    0.542,  0.00042
   51.43,  -63.95,   0.0,   0.0586,    0.543, 0.000436
   51.54,  -63.84,   0.0,   0.0593,    0.543, 0.000452
   51.64,  -63.74,   0.0,     0.06,    0.543, 0.000469
   51.75,  -63.64,   0.0,   0.0607,    0.543, 0.000486
   51.85,  -63.54,   0.0,   0.0614,    0.543, 0.000504
   51.96,  -63.44,   0.0,   0.0622,    0.543, 0.000522
   52.06,  -63.34,   0.0,   0.0629,    0.543,  0.00054
   52.17,  -63.24,   0.0,   0.0636,    0.543, 0.000559
   52.27,  -63.15,   0.0,   0.0643,    0.543, 0.000578
   52.38,  -63.05,   0.0,    0.065,    0.543, 0.000597
   52.48,  -62.96,   0.0,   0.0658,    0.543, 0.000617
   52.59,  -62.87,   0.0,   0.0665,    0.542, 0.000637
   52.69,  -62.78,   0.0,   0.0672,    0.542, 0.000657
   52.80,  -62.69,   0.0,   0.0679,    0.541, 0.000678
   52.90,  -62.60,   0.0,   0.0686,    0.541, 0.000698
   53.01,  -62.51,   0.0,   0.0693,     0.54, 0.000719
   53.11,  -62.43,   0.0,     0.07,     0.54,  0.00074
   53.22,  -62.34,   0.0,   0.0707,    0.539, 0.000761
   53.32,  -62.26,   0.0,   0.0714,    0.538, 0.000782
   53.42,  -62.18,   0.0,    0.072,    0.537, 0.000804
   53.53,  -62.10,   0.0,   0.0727,    0.537, 0.000825
   53.63,  -62.03,   0.0,   0.0734,    0.536, 0.000846
   53.74,  -61.95,   0.0,    0.074,    0.535, 0.000868
   53.84,  -61.88,   0.0,   0.0747,    0.534, 0.000889
   53.95,  -61.81,   0.0,   0.0753,    0.533,  0.00091
   54.05,  -61.74,   0.0,   0.0759,    0.532,  0.00093
   54.16,  -61.68,   0.0,   0.0765,    0.531, 0.000951
   54.26,  -61.62,   0.0,   0.0771,     0.53, 0.000971
   54.37,  -61.56,   0.0,   0.0776,    0.529,  0.00099
   54.47,  -61.50,   0.0,   0.0782,    0.528,  0.00101
   54.58,  -61.44,   0.0,   0.0787,    0.527,  0.00103
   54.68,  -61.39,   0.0,   0.0792,    0.526,  0.00105
   54.79,  -61.34,   0.0,   0.0797,    0.524,  0.00106
   54.89,  -61.30,   0.0,   0.0802,    0.523,  0.00108
   55.00,  -61.26,   0.0,   0.0806,    0.522,  0.00109
   55.10,  -61.22,   0.0,    0.081,    0.521,  0.00111
   55.21,  -61.18,   0.0,   0.0814,     0.52,  0.00112
   55.31,  -61.15,   0.0,   0.0818,    0.519,  0.00113
   55.42,  -61.12,   0.0,   0.0821,    0.517,  0.00114
   55.52,  -61.10,   0.0,   0.0824,    0.516,  0.00115
   55.63,  -61.08,   0.0,   0.0826,    0.515,  0.00116
   55.73,  -61.07,   0.0,   0.0828,    0.514,  0.00117
   55.84,  -61.06,   0.0,    0.083,    0.513,  0.00117
   55.94,  -61.06,   0.0,   0.0831,    0.512,  0.00118
   56.05,  -61.06,   0.0,   0.0832,     0.51,  0.00118
   56.15,  -61.06,   0.0,   0.0832,    0.509,  0.00118
   56.26,  -61.07,   0.0,   0.0832,    0.508,  0.00117
   56.36,  -61.09,   0.0,   0.0832,    0.507,  0.00117
   56.47,  -61.11,   0.0,   0.0831,    0.506,  0.00116
   56.57,  -61.14,   0.0,    0.083,    0.505,  0.00115
   56.68,  -61.17,   0.0,   0.0828,    0.504,  0.00114
   56.78,  -61.20,   0.0,   0.0825,    0.503,  0.00113
   56.89,  -61.25,   0.0,   0.0822,    0.503,  0.00112
   56.99,  -61.29,   0.0,   0.0819,    0.502,   0.0011
   57.09,  -61.34,   0.0,   0.0815,    0.501,  0.00109
   57.20,  -61.40,   0.0,   0.0811,      0.5,  0.00107
   57.30,  -61.46,   0.0,   0.0806,      0.5,  0.00105
   57.41,  -61.52,   0.0,   0.0801,    0.499,  0.00103
   57.51,  -61.59,   0.0,   0.0796,    0.499,  0.00101
   57.62,  -61.66,   0.0,    0.079,    0.498, 0.000984
   57.72,  -61.73,   0.0,   0.0784,    0.498, 0.000961
   57.83,  -61.81,   0.0,   0.0778,    0.497, 0.000938
   57.93,  -60.84,  10.0,   0.0772,    0.497, 0.000914
   58.04,  -59.91,  10.0,   0.0811,    0.496,  0.00106
   58.14,  -58.98,  10.0,   0.0873,    0.494,  0.00132
   58.25,  -58.02,  10.0,   0.0951,    0.492,  0.00169
   58.35,  -57.00,  10.0,    0.104,    0.489,   0.0022
   58.46,  -55.86,  10.0,    0.114,    0.485,  0.00291
   58.56,  -54.53,  10.0,    0.127,     0.48,   0.0039
   58.67,  -52.91,  10.0,    0.141,    0.474,  0.00537
   58.77,  -50.77,  10.0,     0.16,    0.467,   0.0077
   58.88,  -47.68,  10.0,    0.186,    0.457,   0.0117
   58.98,  -43.72,   0.0,    0.223,    0.444,   0.0197
   59.09,  -35.73,   0.0,    0.277,    0.426,   0.0361
   59.14,  -29.82,   0.0,    0.328,    0.411,   0.0578
   59.17,  -26.22,   0.0,    0.362,    0.401,    0.076
   59.19,  -21.52,   0.0,    0.401,     0.39,      0.1
   59.22,  -15.50,   0.0,    0.446,    0.378,    0.134
   59.23,  -12.36,   0.0,    0.472,    0.372,    0.157
   59.24,   -8.83,   0.0,    0.501,    0.365,    0.183
   59.26,   -4.93,   0.0,     0.53,    0.358,    0.214
   59.27,   -0.70,   0.0,    0.562,    0.352,     0.25
   59.28,    3.80,   0.0,    0.595,    0.345,     0.29
   59.30,    8.48,   0.0,    0.628,    0.339,    0.336
   59.31,   13.20,   0.0,    0.662,    0.332,    0.386
   59.32,   17.80,   0.0,    0.696,    0.326,     0.44
   59.34,   22.12,   0.0,    0.729,    0.319,    0.496
   59.35,   26.00,   0.0,    0.761,    0.313,    0.553
   59.36,   29.33,   0.0,    0.791,    0.307,    0.608
   59.39,   35.25,   0.0,    0.844,    0.295,    0.709
   59.41,   37.60,   0.0,    0.887,    0.284,    0.791
   59.44,   37.89,   0.0,    0.918,    0.273,    0.845
   59.47,   37.20,   0.0,    0.941,    0.262,    0.874
   59.49,   36.03,   0.0,    0.957,    0.252,    0.884
   59.52,   34.60,   0.0,    0.969,    0.242,     0.88
   59.55,   32.99,   0.0,    0.977,    0.233,    0.867
   59.57,   31.25,   0.0,    0.982,    0.224,    0.848
   59.60,   29.41,   0.0,    0.986,    0.215,    0.825
   59.62,   27.48,   0.0,    0.989,    0.207,    0.799
   59.65,   25.48,   0.0,    0.991,    0.198,    0.773
   59.68,   23.44,   0.0,    0.992,    0.191,    0.745
   59.70,   21.36,   0.0,    0.993,    0.183,    0.718
   59.73,   19.25,   0.0,    0.993,    0.176,    0.691
   59.76,   17.14,   0.0,    0.993,     0.17,    0.665
   59.78,   15.02,   0.0,    0.993,    0.163,    0.639
   59.81,   12.90,   0.0,    0.993,    0.157,    0.614
   59.83,   10.79,   0.0,    0.992,    0.151,    0.589
   59.86,    8.69,   0.0,    0.992,    0.145,    0.565
   59.89,    6.61,   0.0,    0.991,    0.139,    0.542
   59.91,    4.55,   0.0,     0.99,    0.134,     0.52
   59.94,    2.51,   0.0,    0.988,    0.129,    0.498
   59.97,    0.50,   0.0,    0.987,    0.124,    0.477
   59.99,   -1.48,   0.0,    0.985,     0.12,    0.457
   60.02,   -3.43,   0.0,    0.983,    0.115,    0.437
   60.04,   -5.36,   0.0,     0.98,    0.111,    0.418
   60.07,   -7.26,   0.0,    0.978,    0.107,      0.4
   60.10,   -9.13,   0.0,    0.974,    0.103,    0.382
   60.12,  -10.97,   0.0,    0.971,   0.0996,    0.365
   60.15,  -12.78,   0.0,    0.967,   0.0962,    0.348
   60.18,  -14.57,   0.0,    0.962,    0.093,    0.332
   60.20,  -16.33,   0.0,    0.957,     0.09,    0.316
   60.23,  -18.06,   0.0,    0.952,   0.0872,    0.301
   60.25,  -19.77,   0.0,    0.946,   0.0846,    0.286
   60.28,  -21.46,   0.0,    0.939,   0.0821,    0.272
   60.31,  -23.13,   0.0,    0.931,   0.0798,    0.258
   60.33,  -24.78,   0.0,    0.923,   0.0778,    0.244
   60.36,  -26.41,   0.0,    0.913,   0.0759,    0.231
   60.38,  -28.04,   0.0,    0.903,   0.0741,    0.218
   60.41,  -29.65,   0.0,    0.891,   0.0726,    0.206
   60.46,  -34.34,   0.0,    0.867,   0.0699,    0.182
   60.52,  -37.83,   0.0,    0.832,   0.0682,    0.157
   60.57,  -41.41,   0.0,     0.79,   0.0672,    0.133
   60.62,  -45.18,   0.0,    0.741,    0.067,    0.109
   60.67,  -49.18,   0.0,    0.681,   0.0675,   0.0852
   60.73,  -53.42,   0.0,     0.61,   0.0688,   0.0625
   60.78,  -57.76,   0.0,    0.528,   0.0709,   0.0417
   60.83,  -61.89,   0.0,    0.435,   0.0739,   0.0244
   60.88,  -65.41,   0.0,    0.339,   0.0779,   0.0121
   60.99,  -71.53,   0.0,    0.173,   0.0877,  0.00181
   61.09,  -71.60,   0.0,   0.0633,    0.101, 0.000102
   61.20,  -71.60,   0.0,   0.0341,    0.115, 1.81e-05
   61.30,  -71.57,   0.0,   0.0264,    0.128, 9.39e-06
   61.41,  -71.53,   0.0,   0.0245,     0.14, 8.22e-06
   61.51,  -71.49,   0.0,    0.024,    0.153, 8.49e-06
   61.62,  -71.44,   0.0,    0.024,    0.165, 9.15e-06
   61.72,  -71.40,   0.0,   0.0241,    0.177, 9.93e-06
   61.83,  -71.35,   0.0,   0.0242,    0.189, 1.08e-05
   61.93,  -71.30,   0.0,   0.0244,      0.2, 1.16e-05
   62.04,  -71.24,   0.0,   0.0245,    0.211, 1.25e-05
   62.14,  -71.19,   0.0,   0.0247,    0.222, 1.34e-05
   62.25,  -71.13,   0.0,   0.0249,    0.233, 1.43e-05
   62.35,  -71.07,   0.0,   0.0251,    0.244, 1.53e-05
   62.46,  -71.00,   0.0,   0.0252,    0.254, 1.63e-05
   62.56,  -70.94,   0.0,   0.0254,    0.264, 1.74e-05
   62.67,  -70.87,   0.0,   0.0256,    0.274, 1.85e-05
   62.77,  -70.80,   0.0,   0.0259,    0.283, 1.96e-05
   62.88,  -70.72,   0.0,   0.0261,    0.292, 2.08e-05
   62.98,  -70.65,   0.0,   0.0263,    0.301,  2.2e-05
   63.08,  -70.57,   0.0,   0.0266,     0.31, 2.33e-05
   63.19,  -70.49,   0.0,   0.0268,    0.319, 2.46e-05
   63.29,  -70.41,   0.0,   0.0271,    0.327,  2.6e-05
   63.40,  -70.32,   0.0,   0.0274,    0.336, 2.75e-05
   63.50,  -70.23,   0.0,   0.0277,    0.344, 2.91e-05
   63.61,  -70.14,   0.0,    0.028,    0.351, 3.07e-05
   63.71,  -70.05,   0.0,   0.0283,    0.359, 3.24e-05
   63.82,  -69.96,   0.0,   0.0286,    0.366, 3.42e-05
   63.92,  -69.86,   0.0,   0.0289,    0.374, 3.61e-05
   64.03,  -69.76,   0.0,   0.0293,    0.381, 3.81e-05
   64.13,  -69.66,   0.0,   0.0296,    0.387, 4.02e-05
   64.24,  -69.56,   0.0,     0.03,    0.394, 4.25e-05
   64.34,  -69.45,   0.0,   0.0304,    0.401, 4.48e-05
   64.45,  -69.35,   0.0,   0.0307,    0.407, 4.73e-05
   64.55,  -69.24,   0.0,   0.0311,    0.413, 4.98e-05
   64.66,  -69.13,   0.0,   0.0315,    0.419, 5.26e-05
   64.76,  -69.02,   0.0,    0.032,    0.425, 5.54e-05
   64.87,  -68.91,   0.0,   0.0324,     0.43, 5.85e-05
   64.97,  -68.80,   0.0,   0.0328,    0.436, 6.16e-05
   65.08,  -68.69,   0.0,   0.0333,    0.441,  6.5e-05
   65.18,  -68.57,   0.0,   0.0337,    0.446, 6.85e-05
   65.29,  -68.46,   0.0,   0.0342,    0.451, 7.22e-05
   65.39,  -68.34,   0.0,   0.0347,    0.456, 7.61e-05
   65.50,  -68.22,   0.0,   0.0352,     0.46, 8.02e-05
   65.60,  -68.10,   0.0,   0.0357,    0.465, 8.44e-05
   65.71,  -67.99,   0.0,   0.0362,    0.469, 8.89e-05
   65.81,  -67.87,   0.0,   0.0367,    0.473, 9.36e-05
   65.92,  -67.75,   0.0,   0.0372,    0.477, 9.86e-05
   66.02,  -67.63,   0.0,   0.0378,    0.481, 0.000104
   66.13,  -67.51,   0.0,   0.0383,    0.485, 0.000109
   66.23,  -67.39,   0.0,   0.0389,    0.488, 0.000115
   66.34,  -67.27,   0.0,   0.0395,    0.492, 0.000121
   66.44,  -67.15,   0.0,     0.04,    0.495, 0.000127
   66.55,  -67.03,   0.0,   0.0406,    0.498, 0.000133
   66.65,  -66.91,   0.0,   0.0412,    0.501,  0.00014
   66.75,  -66.79,   0.0,   0.0418,    0.504, 0.000147
   66.86,  -66.67,   0.0,   0.0424,    0.507, 0.000155
   66.96,  -66.55,   0.0,    0.043,     0.51, 0.000162
   67.07,  -66.43,   0.0,   0.0436,    0.512,  0.00017
   67.17,  -66.31,   0.0,   0.0443,    0.514, 0.000178
   67.28,  -66.19,   0.0,   0.0449,    0.517, 0.000187
   67.38,  -66.07,   0.0,   0.0455,    0.519, 0.000196
   67.49,  -65.95,   0.0,   0.0462,    0.521, 0.000205
   67.59,  -65.83,   0.0,   0.0468,    0.523, 0.000215
   67.70,  -65.72,   0.0,   0.0475,    0.525, 0.000225
   67.80,  -65.60,   0.0,   0.0482,    0.527, 0.000235
   67.91,  -65.48,   0.0,   0.0488,    0.528, 0.000246
   68.01,  -64.32,  10.0,   0.0495,     0.53, 0.000257
   68.12,  -63.21,  10.0,   0.0538,    0.531, 0.000331
   68.22,  -62.14,  10.0,   0.0598,    0.531, 0.000454
   68.33,  -61.09,  10.0,   0.0668,     0.53, 0.000633
   68.43,  -60.03,  10.0,   0.0747,    0.529,  0.00088
   68.54,  -58.95,  10.0,   0.0833,    0.526,  0.00122
   68.64,  -57.80,  10.0,    0.093,    0.523,  0.00168
   68.75,  -56.55,  10.0,    0.104,    0.519,  0.00233
   68.85,  -55.11,  10.0,    0.117,    0.514,  0.00327
   68.96,  -53.37,  10.0,    0.132,    0.508,  0.00469
   69.06,  -52.15,   0.0,    0.152,      0.5,  0.00697
   69.17,  -50.17,   0.0,    0.171,    0.491,   0.0099
   69.27,  -47.00,   0.0,    0.197,     0.48,   0.0147
   69.38,  -41.41,   0.0,    0.235,    0.465,   0.0243
   69.48,  -29.81,   0.0,    0.302,    0.442,   0.0489
   69.51,  -26.57,   0.0,    0.339,    0.431,    0.067
   69.53,  -22.16,   0.0,    0.379,     0.42,   0.0913
   69.56,  -16.33,   0.0,    0.425,    0.407,    0.125
   69.57,  -13.21,   0.0,    0.452,      0.4,    0.147
   69.59,   -9.67,   0.0,     0.48,    0.393,    0.174
